GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000163633	4	87797358	87857354	167	15	8094095	-0.58301	0.72006	C4orf36
ENSG00000172493	4	87856154	88062206	588	29	8094095	-0.2252	0.58909	AFF1
ENSG00000145332	4	88081255	88161466	197	21	8094095	0.24184	0.40445	KLHL8
ENSG00000170509	4	88224941	88244058	62	12	8094095	0.2765	0.39108	HSD17B13
ENSG00000198189	4	88257762	88312538	236	19	8094095	0.30617	0.37974	HSD17B11
ENSG00000170502	4	88343734	88380606	98	12	8094095	0.17997	0.42859	NUDT9
ENSG00000152583	4	88394487	88452213	217	14	8094095	-1.3397	0.90983	SPARCL1
ENSG00000152591	4	88529681	88538062	34	7	8094095	-0.011583	0.50462	DSPP
ENSG00000152592	4	88571459	88585513	41	8	8094095	0.59762	0.27505	DMP1
ENSG00000029559	4	88720733	88733074	43	9	8094095	-0.93895	0.82612	IBSP
ENSG00000152595	4	88742563	88767969	101	14	8094095	0.3188	0.37494	MEPE
ENSG00000118785	4	88896819	88904562	21	6	8094095	-1.4548	0.92714	SPP1
ENSG00000118762	4	88928820	88998929	165	24	8094095	-1.2165	0.88811	PKD2
ENSG00000118777	4	89011416	89152474	477	39	8094095	0.47649	0.31686	ABCG2
ENSG00000163644	4	89178772	89205921	25	4	8094095	0.08213	0.46727	PPM1K
ENSG00000138642	4	89299891	89364263	30	5	8094095	0.45022	0.32628	HERC6
ENSG00000138646	4	89378268	89427314	27	6	8094095	-1.097	0.86367	HERC5
ENSG00000138641	4	89442199	89629693	414	22	8094095	1.1975	0.11556	HERC3
ENSG00000177432	4	89617066	89619386	7	3	8094095	1.059	0.14481	NAP1L5
ENSG00000138640	4	89647106	90032549	1369	42	8094095	3.7397	9.2131e-05	FAM13A
ENSG00000180346	4	90033968	90036050	4	1	8094095	2.5663	0.0051391	TIGD2
ENSG00000185477	4	90157537	90229161	180	22	8094095	0.30885	0.37872	GPRIN3
ENSG00000145335	4	90645250	90759466	409	22	8094095	-0.65048	0.74231	SNCA
ENSG00000138722	4	90800683	90875780	203	18	8094095	-0.22195	0.58782	MMRN1
ENSG00000184305	4	91048686	92523064	4649	136	8094095	1.6112	0.053573	CCSER1
ENSG00000249049	4	92240185	92246457	28	3	8094095	-0.55349	0.71004	RP11-763F8.1
ENSG00000248511	4	93218402	93225329	7	2	8094095	1.6904	0.045472	RP11-9B6.1
ENSG00000152208	4	93225550	94695707	4092	100	8094095	2.7157	0.0033069	GRID2
ENSG00000172238	4	94750042	94751221	1	1	8094095	-0.19857	0.5787	ATOH1
ENSG00000163104	4	95128762	95212443	198	10	8094095	-0.60155	0.72626	SMARCAD1
ENSG00000163106	4	95219686	95264027	98	8	8094095	-0.19	0.57535	HPGDS
ENSG00000163110	4	95373037	95589377	486	20	8094095	-0.76734	0.77856	PDLIM5
ENSG00000138696	4	95679119	96079599	1340	42	8094095	1.8126	0.034944	BMPR1B
ENSG00000182168	4	96083655	96470357	1157	82	8094095	1.9885	0.023377	UNC5C
ENSG00000163114	4	96761239	96762625	1	1	8094095	-0.2788	0.6098	PDHA2
ENSG00000163116	4	98105244	99064391	2768	26	8094095	1.4074	0.079656	STPG2
ENSG00000138698	4	99182535	99365012	349	8	8094095	1.3476	0.088886	RAP1GDS1
ENSG00000168785	4	99391518	99579780	518	39	8094095	1.9772	0.02401	TSPAN5
ENSG00000151247	4	99792835	99851788	193	19	8094095	-0.78811	0.78468	EIF4E
ENSG00000164024	4	99916771	99983964	186	13	8094095	-0.57452	0.71719	METAP1
ENSG00000197894	4	99992132	100009952	94	10	8094095	0.28515	0.38776	ADH5
ENSG00000198099	4	100044808	100078949	227	8	8094095	-1.8557	0.96825	ADH4
ENSG00000172955	4	100123795	100140694	35	7	8094095	-2.4367	0.99259	ADH6
ENSG00000187758	4	100197524	100212185	36	8	8094095	-0.042238	0.51685	ADH1A
ENSG00000196616	4	100226121	100242558	48	11	8094095	-0.043691	0.51742	ADH1B
ENSG00000196344	4	100333418	100356894	92	19	8094095	0.79665	0.21283	ADH7
ENSG00000138813	4	100432161	100463460	167	23	8094095	0.24726	0.40235	C4orf17
ENSG00000145331	4	100467866	100485189	77	12	8094095	-0.60614	0.72779	TRMT10A
ENSG00000138823	4	100484918	100545156	278	19	8094095	0.12681	0.44954	MTTP
ENSG00000248713	4	100557686	100575805	60	12	8094095	0.17528	0.43043	RP11-766F14.2
ENSG00000070190	4	100737990	100791311	188	20	8094095	0.032954	0.48686	DAPP1
ENSG00000109270	4	100799493	100815647	23	5	8094095	0.18584	0.42628	LAMTOR3
ENSG00000164031	4	100817405	100867883	88	13	8094095	0.48478	0.31392	DNAJB14
ENSG00000164032	4	100869243	100871545	6	2	8094095	0.25283	0.4002	H2AFZ
ENSG00000145358	4	101107027	101111939	31	7	8094095	0.10156	0.45955	DDIT4L
ENSG00000164035	4	101316498	101801283	1824	46	8094095	3.4596	0.00027046	EMCN
ENSG00000138814	4	101944566	102269435	692	35	8094095	0.0062665	0.4975	PPP3CA
ENSG00000254531	4	102268937	102270040	1	1	8094095	0.64798	0.2585	AP001816.1
ENSG00000153064	4	102332443	102995969	1778	68	8094095	2.8229	0.0023792	BANK1
ENSG00000138821	4	103172198	103352415	538	29	8094095	0.89554	0.18525	SLC39A8
ENSG00000109320	4	103422486	103538459	229	12	8094095	2.8702	0.0020509	NFKB1
ENSG00000109323	4	103552660	103682151	228	14	8094095	4.7633	9.5216e-07	MANBA
ENSG00000109332	4	103715540	103790053	186	8	8094095	3.7782	7.8992e-05	UBE2D3
ENSG00000145354	4	103790135	103810399	39	4	8094095	3.7269	9.6942e-05	CISD2
ENSG00000164037	4	103806205	103940896	315	6	8094095	3.6377	0.00013754	SLC9B1
ENSG00000164038	4	103941025	104006986	78	14	8094095	3.1668	0.00077074	SLC9B2
ENSG00000164039	4	104000592	104021040	51	6	8094095	0.61577	0.26902	BDH2
ENSG00000138778	4	104026963	104119566	188	10	8094095	2.2053	0.013715	CENPE
ENSG00000169836	4	104507188	104640973	472	26	8094095	0.45911	0.32308	TACR3
ENSG00000168772	4	105389469	105416058	31	5	8094095	2.7915	0.0026234	CXXC4
ENSG00000168769	4	106067032	106200973	305	25	8094095	0.62841	0.26487	TET2
ENSG00000138777	4	106290234	106395238	473	22	8094095	1.7109	0.043552	PPA2
ENSG00000236699	4	106473777	106629250	290	17	8094095	-1.1023	0.86484	ARHGEF38
ENSG00000138785	4	106603784	106817143	471	11	8094095	-1.1951	0.88398	INTS12
ENSG00000138780	4	106629935	106768885	323	9	8094095	-1.1222	0.8691	GSTCD
ENSG00000168743	4	106815932	106925184	347	15	8094095	-0.8955	0.81474	NPNT
ENSG00000145348	4	106962756	107242652	646	15	8094095	-0.57751	0.7182	TBCK
ENSG00000164022	4	107236701	107270383	75	7	8094095	-0.082719	0.53296	AIMP1
ENSG00000155011	4	107842959	108204963	936	77	8094095	-0.39139	0.65224	DKK2
ENSG00000138801	4	108511433	108641608	393	18	8094095	-1.8236	0.96589	PAPSS1
ENSG00000164023	4	108745719	108836203	150	24	8094095	0.3004	0.38194	SGMS2
ENSG00000155016	4	108852525	108874613	74	5	8094095	-2.0104	0.97781	CYP2U1
ENSG00000138796	4	108910870	108956331	110	5	8094095	-1.218	0.88839	HADH
ENSG00000138795	4	108968701	109090112	213	16	8094095	-0.37777	0.6472	LEF1
ENSG00000109475	4	109541722	109551568	21	4	8094095	-0.73042	0.76743	RPL34
ENSG00000198856	4	109571740	109588976	48	2	8094095	-1.795	0.96368	OSTC
ENSG00000164089	4	109663196	109684210	72	5	8094095	2.3753	0.0087685	ETNPPL
ENSG00000188517	4	109731877	110223813	1556	66	8094095	1.2007	0.11493	COL25A1
ENSG00000138802	4	110354928	110462052	215	9	8094095	-0.53082	0.70223	SEC24B
ENSG00000005059	4	110481361	110609874	356	18	8094095	-0.72532	0.76587	CCDC109B
ENSG00000138794	4	110609785	110624739	29	6	8094095	-0.95214	0.82949	CASP6
ENSG00000123739	4	110631145	110651233	33	7	8094095	-1.4785	0.93036	PLA2G12A
ENSG00000205403	4	110661852	110723335	163	11	8094095	0.64266	0.26022	CFI
ENSG00000109534	4	110736666	110745893	24	4	8094095	0.67704	0.24919	GAR1
ENSG00000180245	4	110749150	110765760	50	4	8094095	0.6226	0.26677	RRH
ENSG00000183423	4	110769358	110793471	53	5	8094095	0.5979	0.27495	LRIT3
ENSG00000138798	4	110834040	110933422	213	14	8094095	0.55987	0.28779	EGF
ENSG00000170522	4	110967002	111120355	517	45	8094095	0.076042	0.46969	ELOVL6
ENSG00000138792	4	111286889	111486441	546	33	8094095	0.24577	0.40293	ENPEP
ENSG00000164093	4	111538579	111563279	35	5	8094095	0.16629	0.43396	PITX2
ENSG00000174749	4	113066553	113116412	120	12	8094095	0.028182	0.48876	C4orf32
ENSG00000138660	4	113152893	113191203	60	7	8094095	0.66288	0.2537	AP1AR
ENSG00000145365	4	113195698	113207059	42	2	8094095	0.090144	0.46409	TIFA
ENSG00000073331	4	113206665	113363776	451	52	8094095	1.4623	0.071823	ALPK1
ENSG00000178403	4	113434672	113437328	5	3	8094095	0.5786	0.28143	NEUROG2
ENSG00000138658	4	113460492	113558151	206	20	8094095	1.5887	0.056063	C4orf21
ENSG00000174720	4	113558120	113578748	44	12	8094095	1.724	0.042352	LARP7
ENSG00000145362	4	113739265	114304896	1476	98	8094095	0.30108	0.38168	ANK2
ENSG00000145349	4	114372188	114683083	816	44	8094095	0.41913	0.33756	CAMK2D
ENSG00000180801	4	114821440	114900883	227	16	8094095	-0.97222	0.83453	ARSJ
ENSG00000174607	4	115519611	115599380	148	16	8094095	-0.37371	0.64569	UGT8
ENSG00000138653	4	115748919	116035032	730	31	8094095	0.91683	0.17962	NDST4
ENSG00000270394	4	117220016	117221520	3	1	8094095	-0.17631	0.56997	MTRNR2L13
ENSG00000174599	4	118004718	118006736	1	1	8094095	2.1981	0.01397	TRAM1L1
ENSG00000164100	4	118954773	119179803	785	22	8094095	0.4489	0.32675	NDST3
ENSG00000164099	4	119201193	119274158	199	25	8094095	1.1117	0.13314	PRSS12
ENSG00000145388	4	119606523	119636588	75	10	8094095	-1.6829	0.95381	METTL14
ENSG00000150961	4	119643978	119759838	417	18	8094095	-0.43702	0.66895	SEC24D
ENSG00000172403	4	119809996	119982402	627	50	8094095	0.13432	0.44658	SYNPO2
ENSG00000172399	4	120056939	120108944	195	17	8094095	0.14145	0.44376	MYOZ2
ENSG00000178636	4	120113928	120133799	67	11	8094095	-0.9391	0.82616	RP11-455G16.1
ENSG00000145390	4	120133742	120216672	278	16	8094095	-0.85782	0.8045	USP53
ENSG00000164096	4	120218207	120225600	21	6	8094095	-1.0572	0.85479	C4orf3
ENSG00000145384	4	120238405	120243545	46	4	8094095	-1.8543	0.96815	FABP2
ENSG00000138735	4	120415550	120550146	468	16	8094095	-2.3094	0.98954	PDE5A
ENSG00000164109	4	120976763	120988229	37	7	8094095	0.13	0.44828	MAD2L1
ENSG00000138738	4	121606074	121844025	1007	32	8094095	0.017029	0.49321	PRDM5
ENSG00000173376	4	121956768	121994176	102	15	8094095	2.232	0.012809	NDNF
ENSG00000050730	4	122052563	122148621	280	15	8094095	1.0061	0.15718	TNIP3
ENSG00000186867	4	122250467	122302214	301	20	8094095	-0.23761	0.59391	QRFPR
ENSG00000164111	4	122589110	122618268	146	16	8094095	2.9845	0.0014204	ANXA5
ENSG00000164112	4	122680088	122686582	25	7	8094095	-0.81776	0.79325	TMEM155
ENSG00000226757	4	122685740	122687962	9	3	8094095	-0.30568	0.62008	AC079341.1
ENSG00000123737	4	122722472	122738176	36	6	8094095	0.40324	0.34339	EXOSC9
ENSG00000145386	4	122737599	122745087	17	5	8094095	0.54793	0.29187	CCNA2
ENSG00000138686	4	122745595	122791652	93	12	8094095	0.39368	0.34691	BBS7
ENSG00000138741	4	122800182	122872909	141	15	8094095	-0.36872	0.64383	TRPC3
ENSG00000138688	4	123073488	123283913	330	20	8094095	1.8496	0.032187	KIAA1109
ENSG00000164113	4	123300121	123350957	102	13	8094095	1.7587	0.039311	ADAD1
ENSG00000109471	4	123372625	123377880	6	3	8094095	2.3116	0.010401	IL2
ENSG00000138684	4	123533783	123542224	21	6	8094095	1.0857	0.1388	IL21
ENSG00000181004	4	123653857	123666098	34	4	8094095	-0.70318	0.75903	BBS12
ENSG00000138685	4	123747863	123819391	284	26	8094095	-0.54201	0.70609	FGF2
ENSG00000170917	4	123809852	123844123	145	16	8094095	-0.3552	0.63878	NUDT6
ENSG00000145375	4	123844229	124240605	1310	21	8094095	-0.79516	0.78674	SPATA5
ENSG00000164056	4	124317950	124324910	23	6	8094095	-0.31849	0.62495	SPRY1
ENSG00000151458	4	125585207	125633887	97	14	8094095	0.65759	0.2554	ANKRD50
ENSG00000196159	4	126237554	126414087	502	36	8094095	1.2704	0.10197	FAT4
ENSG00000164066	4	128544426	128647892	178	15	8094095	-0.38538	0.65002	INTU
ENSG00000151475	4	128651533	128695448	74	9	8094095	0.84829	0.19814	SLC25A31
ENSG00000164070	4	128702976	128761888	86	12	8094095	0.70341	0.2409	HSPA4L
ENSG00000142731	4	128802016	128820350	25	5	8094095	0.89271	0.18601	PLK4
ENSG00000164073	4	128838960	128887150	74	8	8094095	0.87481	0.19084	MFSD8
ENSG00000164074	4	128886461	128960866	120	10	8094095	0.91522	0.18004	C4orf29
ENSG00000138709	4	128982423	129144086	414	12	8094095	0.92123	0.17846	LARP1B
ENSG00000164040	4	129190397	129209984	21	4	8094095	-1.7841	0.9628	PGRMC2
ENSG00000077684	4	129730779	129796379	88	11	8094095	-0.088229	0.53515	JADE1
ENSG00000151466	4	129786076	130014764	524	21	8094095	1.3809	0.083656	SCLT1
ENSG00000151470	4	130014472	130037795	95	11	8094095	0.74885	0.22697	C4orf33
ENSG00000248369	4	133356957	133368390	30	6	8094095	0.24796	0.40208	RP11-62N21.1
ENSG00000138650	4	134070470	134129356	103	17	8094095	1.513	0.065134	PCDH10
ENSG00000254535	4	135117488	135122903	13	3	8094095	-1.1306	0.87089	PABPC4L
ENSG00000189184	4	138440072	138453648	30	5	8094095	1.1948	0.11608	PCDH18
ENSG00000151012	4	139085251	139163503	219	21	8094095	0.084302	0.46641	SLC7A11
ENSG00000151014	4	139936943	139966906	56	12	8094095	-1.0698	0.85765	CCRN4L
ENSG00000109381	4	139949266	140098372	296	20	8094095	-0.046074	0.51837	ELF2
ENSG00000137463	4	140187317	140201492	31	4	8094095	-0.14618	0.55811	MGARP
ENSG00000109390	4	140188034	140223705	72	5	8094095	0.094117	0.46251	NDUFC1
ENSG00000164134	4	140222609	140341187	227	13	8094095	-0.27303	0.60758	NAA15
ENSG00000172007	4	140374386	140397763	53	4	8094095	-0.10947	0.54358	RAB33B
ENSG00000145391	4	140417095	140527853	241	35	8094095	-0.33427	0.63091	SETD7
ENSG00000085871	4	140586922	140661899	245	34	8094095	-1.0479	0.85265	MGST2
ENSG00000196782	4	140637907	141075338	958	73	8094095	3.0871	0.0010105	MAML3
ENSG00000153130	4	141178440	141306880	326	27	8094095	1.6225	0.052343	SCOC
ENSG00000153132	4	141309609	141349122	104	9	8094095	1.3198	0.093444	CLGN
ENSG00000205301	4	141363416	141419531	193	14	8094095	-0.043448	0.51733	RP11-542P2.1
ENSG00000179387	4	141445312	141474924	46	6	8094095	0.72118	0.2354	ELMOD2
ENSG00000109424	4	141480588	141489959	21	4	8094095	1.0922	0.13737	UCP1
ENSG00000109436	4	141541919	141677274	344	27	8094095	0.53677	0.29571	TBC1D9
ENSG00000170153	4	141780961	142134031	1227	75	8094095	-1.4319	0.92391	RNF150
ENSG00000109445	4	142142041	142155851	26	3	8094095	0.69681	0.24296	ZNF330
ENSG00000164136	4	142557752	142655140	163	14	8094095	0.42492	0.33545	IL15
ENSG00000109452	4	142944313	143768585	2386	73	8094095	0.22945	0.40926	INPP4B
ENSG00000170185	4	144106070	144144983	81	6	8094095	1.8403	0.032859	USP38
ENSG00000109458	4	144257915	144395721	274	23	8094095	-0.80239	0.78884	GAB1
ENSG00000153147	4	144434616	144478639	71	5	8094095	-1.1991	0.88476	SMARCA5
ENSG00000183090	4	144498455	144621828	269	13	8094095	0.39579	0.34613	FREM3
ENSG00000197465	4	144792020	144826716	80	7	8094095	0.019158	0.49236	GYPE
ENSG00000250361	4	144917257	145061844	379	21	8094095	0.7456	0.22795	GYPB
ENSG00000170180	4	145030457	145061904	165	11	8094095	-0.28901	0.61371	GYPA
ENSG00000164161	4	145567173	145666423	190	13	8094095	-1.2945	0.90226	HHIP
ENSG00000164162	4	145888264	146019693	123	15	8094095	1.0214	0.15353	ANAPC10
ENSG00000164163	4	146019084	146050331	17	5	8094095	0.83976	0.20052	ABCE1
ENSG00000164164	4	146031990	146101313	63	13	8094095	1.0516	0.14648	OTUD4
ENSG00000170365	4	146402346	146479231	107	10	8094095	0.49161	0.3115	SMAD1
ENSG00000151611	4	146539415	146581187	83	13	8094095	0.33295	0.36959	MMAA
ENSG00000237136	4	146601356	146692184	289	26	8094095	0.15024	0.44029	C4orf51
ENSG00000151612	4	146678779	146859787	303	26	8094095	0.419	0.33761	ZNF827
ENSG00000164167	4	147096837	147121152	73	3	8094095	3.5003	0.00023236	LSM6
ENSG00000250673	4	147145709	147150208	5	2	8094095	3.1105	0.00093396	RP11-6L6.2
ENSG00000120519	4	147175127	147443123	579	21	8094095	-0.0075884	0.50303	SLC10A7
ENSG00000151615	4	147560045	147563626	10	4	8094095	-0.69829	0.7575	POU4F2
ENSG00000137473	4	147627790	147867034	611	19	8094095	-0.35248	0.63776	TTC29
ENSG00000151617	4	148402069	148466106	134	12	8094095	-0.52942	0.70174	EDNRA
ENSG00000164168	4	148538534	148593195	48	3	8094095	-0.22587	0.58935	TMEM184C
ENSG00000164169	4	148558936	148605381	44	2	8094095	-0.26191	0.6033	PRMT10
ENSG00000071205	4	148653214	148993931	580	25	8094095	-0.38297	0.64913	ARHGAP10
ENSG00000151623	4	148999913	149365850	1018	61	8094095	0.31972	0.37459	NR3C2
ENSG00000170390	4	150999426	151178609	585	33	8094095	2.4382	0.0073808	DCLK2
ENSG00000198589	4	151185594	151936879	1476	33	8094095	1.8092	0.035206	LRBA
ENSG00000181541	4	151503077	151505843	2	1	8094095	0.14683	0.44163	MAB21L2
ENSG00000145425	4	152020725	152025804	7	2	8094095	1.1512	0.12483	RPS3A
ENSG00000109686	4	152023903	152246784	587	19	8094095	0.53895	0.29496	SH3D19
ENSG00000189099	4	152198323	152212605	39	5	8094095	0.20952	0.41702	PRSS48
ENSG00000164142	4	152330368	152584784	567	11	8094095	3.2545	0.000568	FAM160A1
ENSG00000059691	4	152591656	152682175	221	9	8094095	2.4992	0.0062236	PET112
ENSG00000109670	4	153242410	153457253	395	6	8094095	-0.27037	0.60656	FBXW7
ENSG00000170006	4	153539784	153601317	170	24	8094095	0.6556	0.25604	TMEM154
ENSG00000169989	4	153690506	153700916	24	5	8094095	0.073045	0.47089	TIGD4
ENSG00000164144	4	153701089	153839615	312	13	8094095	-0.28998	0.61408	ARFIP1
ENSG00000137460	4	153857504	153900848	91	18	8094095	-0.16462	0.56538	FHDC1
ENSG00000109654	4	154073494	154260472	506	41	8094095	0.40925	0.34118	TRIM2
ENSG00000121211	4	154265801	154336270	234	21	8094095	-0.16164	0.56421	MND1
ENSG00000121210	4	154387498	154557863	369	32	8094095	-0.56356	0.71347	KIAA0922
ENSG00000137462	4	154622652	154626851	7	3	8094095	0.44371	0.32862	TLR2
ENSG00000145428	4	154631277	154681387	203	11	8094095	-1.9806	0.97618	RNF175
ENSG00000145423	4	154701744	154710272	15	4	8094095	-1.0961	0.86349	SFRP2
ENSG00000197410	4	155153399	155412930	790	39	8094095	0.01984	0.49209	DCHS2
ENSG00000171566	4	155456158	155471587	49	3	8094095	2.1212	0.016952	PLRG1
ENSG00000171564	4	155484108	155492238	21	3	8094095	1.846	0.032449	FGB
ENSG00000171560	4	155504278	155511918	9	5	8094095	-0.55375	0.71012	FGA
ENSG00000171557	4	155525286	155534119	4	2	8094095	-0.085067	0.5339	FGG
ENSG00000121207	4	155548097	155674270	233	11	8094095	-0.26387	0.60406	LRAT
ENSG00000151962	4	155702365	155749965	40	5	8094095	-0.40924	0.65882	RBM46
ENSG00000185149	4	156129781	156138230	17	4	8094095	-1.4961	0.93268	NPY2R
ENSG00000164114	4	156263810	156298122	125	9	8094095	-1.6116	0.94648	MAP9
ENSG00000164116	4	156587863	156653501	197	25	8094095	1.6588	0.048576	GUCY1A3
ENSG00000061918	4	156680144	156728743	51	9	8094095	-1.0844	0.8609	GUCY1B3
ENSG00000256394	4	156750881	156787425	121	13	8094095	0.5158	0.303	ASIC5
ENSG00000151790	4	156775890	156841558	307	15	8094095	-0.22452	0.58883	TDO2
ENSG00000256043	4	156845270	156875069	143	21	8094095	-0.19855	0.57869	CTSO
ENSG00000251283	4	157555646	157563606	27	6	8094095	0.50948	0.30521	RP11-171N4.2
ENSG00000145431	4	157681606	157892546	295	17	8094095	-0.13011	0.55176	PDGFC
ENSG00000109738	4	157997209	158093242	295	17	8094095	0.68797	0.24573	GLRB
ENSG00000120251	4	158125334	158287227	264	17	8094095	0.73642	0.23074	GRIA2
ENSG00000164125	4	159045626	159094470	118	7	8094095	-1.2909	0.90163	FAM198B
ENSG00000164124	4	159122756	159176563	44	5	8094095	0.21871	0.41344	TMEM144
ENSG00000171509	4	159236463	159574524	1042	15	8094095	0.99958	0.15876	RXFP1
ENSG00000205208	4	159587831	159593407	2	1	8094095	0.59176	0.277	C4orf46
ENSG00000171503	4	159593277	159630775	35	11	8094095	1.3231	0.092908	ETFDH
ENSG00000171497	4	159630286	159644548	18	3	8094095	0.90489	0.18276	PPID
ENSG00000052795	4	159690290	159829201	213	13	8094095	1.4114	0.079067	FNIP2
ENSG00000164123	4	159814286	159959912	467	18	8094095	1.9774	0.023999	C4orf45
ENSG00000109756	4	160025330	160281321	536	26	8094095	-0.66899	0.74825	RAPGEF2
ENSG00000168843	4	162305049	163085187	2995	96	8094095	0.90405	0.18299	FSTL5
ENSG00000145414	4	164031225	164088073	107	12	8094095	3.4358	0.00029535	NAF1
ENSG00000164128	4	164245113	164265984	55	9	8094095	1.7783	0.03768	NPY1R
ENSG00000164129	4	164265091	164273086	23	4	8094095	-0.45451	0.67527	NPY5R
ENSG00000151005	4	164392257	164395047	2	1	8094095	-0.72643	0.76621	TKTL2
ENSG00000198498	4	164415594	164441691	54	4	8094095	1.4735	0.070304	TMA16
ENSG00000145416	4	164445450	165305202	3063	92	8094095	0.34507	0.36502	MARCH1
ENSG00000183439	4	165875598	165898820	60	8	8094095	0.72273	0.23492	TRIM61
ENSG00000250486	4	165878100	165880273	7	2	8094095	0.25934	0.39769	FAM218A
ENSG00000176979	4	165953105	165962896	13	3	8094095	-0.27717	0.60917	TRIM60
ENSG00000170088	4	165995574	166129701	488	23	8094095	0.10536	0.45805	TMEM192
ENSG00000109466	4	166128770	166244308	304	16	8094095	0.077916	0.46895	KLHL2
ENSG00000052802	4	166248775	166264312	67	11	8094095	-0.41959	0.66261	MSMO1
ENSG00000109472	4	166282346	166419472	702	25	8094095	0.46716	0.32019	CPE
ENSG00000038295	4	166794410	167025047	532	43	8094095	0.4461	0.32776	TLL1
ENSG00000196104	4	167654535	168155947	1652	55	8094095	0.19967	0.42087	SPOCK3
ENSG00000109511	4	169013666	169108841	255	18	8094095	0.77648	0.21873	ANXA10
ENSG00000137628	4	169137444	169239958	343	19	8094095	1.763	0.038953	DDX60
ENSG00000181381	4	169277886	169458937	820	45	8094095	0.66234	0.25388	DDX60L
ENSG00000129116	4	169418217	169849608	1356	80	8094095	-0.42577	0.66486	PALLD
ENSG00000145439	4	169784921	169931426	255	9	8094095	1.5111	0.065378	CBR4
ENSG00000154447	4	170015407	170192256	474	30	8094095	-1.3675	0.91427	SH3RF1
ENSG00000137601	4	170314426	170533780	554	13	8094095	-1.5083	0.93427	NEK1
ENSG00000109572	4	170533784	170644824	291	16	8094095	-0.5771	0.71806	CLCN3
ENSG00000056050	4	170650616	170679104	66	9	8094095	0.35468	0.36141	C4orf27
ENSG00000198948	4	170907748	170954182	111	14	8094095	1.3369	0.090625	MFAP3L
ENSG00000109576	4	170981373	171012850	90	13	8094095	0.93683	0.17442	AADAT
ENSG00000174473	4	172733405	173962710	2805	82	8094095	0.051608	0.47942	GALNTL6
ENSG00000109586	4	174089904	174245118	261	19	8094095	0.23288	0.40793	GALNT7
ENSG00000164104	4	174252846	174256276	6	2	8094095	-0.14484	0.55758	HMGB2
ENSG00000164105	4	174291120	174298683	2	1	8094095	0.28118	0.38929	SAP30
ENSG00000164106	4	174305852	174327531	28	4	8094095	-1.0401	0.85086	SCRG1
ENSG00000164107	4	174446120	174451380	6	2	8094095	0.50044	0.30838	HAND2
ENSG00000164117	4	175157809	175205415	87	13	8094095	1.5874	0.056213	FBXO8
ENSG00000164118	4	175204828	175254531	93	14	8094095	2.2362	0.012669	CEP44
ENSG00000164120	4	175411328	175444305	133	22	8094095	2.2866	0.011111	HPGD
ENSG00000145451	4	175558065	175750465	827	48	8094095	-0.32288	0.62661	GLRA3
ENSG00000168594	4	175750819	175899331	717	23	8094095	-0.99137	0.83925	ADAM29
ENSG00000150625	4	176554085	176923815	1124	71	8094095	3.4842	0.00024677	GPM6A
ENSG00000150627	4	176986985	177103978	463	20	8094095	-0.60087	0.72604	WDR17
ENSG00000150628	4	177105789	177116822	39	10	8094095	-1.062	0.85589	SPATA4
ENSG00000164122	4	177134824	177198722	290	19	8094095	0.6841	0.24696	ASB5
ENSG00000129128	4	177241115	177253396	56	8	8094095	-0.59553	0.72426	SPCS3
ENSG00000150630	4	177604689	177713881	305	9	8094095	0.45515	0.3245	VEGFC
ENSG00000249008	4	178163693	178169927	25	5	8094095	-0.08678	0.53458	RP11-487E13.1
ENSG00000109674	4	178230990	178284097	116	17	8094095	0.2538	0.39983	NEIL3
ENSG00000038002	4	178351924	178363657	33	8	8094095	-0.15951	0.56337	AGA
ENSG00000231171	4	178649911	178911904	879	48	8094095	-0.17007	0.56752	LINC01098
ENSG00000218336	4	183065140	183724177	2077	161	8094095	-1.121	0.86886	TENM3
ENSG00000129187	4	183811213	183839089	139	15	8094095	0.74408	0.22842	DCTD
ENSG00000151718	4	184020446	184241930	416	32	8094095	-2.0195	0.97828	WWC2
ENSG00000177300	4	184239220	184241927	1	1	8094095	-0.20292	0.5804	CLDN22
ENSG00000185758	4	184242917	184243579	2	1	8094095	-0.66979	0.7485	CLDN24
ENSG00000168564	4	184365744	184369351	6	3	8094095	0.34887	0.36359	CDKN2AIP
ENSG00000168556	4	184426147	184432249	14	5	8094095	1.4918	0.067882	ING2
ENSG00000182552	4	184560788	184580378	66	4	8094095	-1.1498	0.87488	RWDD4
ENSG00000168538	4	184580420	184634745	180	12	8094095	-0.09878	0.53934	TRAPPC11
ENSG00000173320	4	184774584	184944679	370	40	8094095	0.27789	0.39055	STOX2
ENSG00000164303	4	185009859	185142383	490	43	8094095	-0.27763	0.60935	ENPP6
ENSG00000168310	4	185308867	185395734	219	37	8094095	-1.3045	0.90398	IRF2
ENSG00000164305	4	185548850	185570663	57	7	8094095	0.24562	0.40299	CASP3
ENSG00000164306	4	185570767	185616117	178	6	8094095	0.048008	0.48085	PRIMPOL
ENSG00000151725	4	185615772	185655287	293	4	8094095	-1.3888	0.91755	CENPU
ENSG00000151726	4	185676749	185747972	207	19	8094095	-0.73136	0.76772	ACSL1
ENSG00000251139	4	185734773	185742443	9	2	8094095	-0.47443	0.6824	RP11-701P16.2
ENSG00000187821	4	185939995	185941958	7	3	8094095	0.89644	0.18501	HELT
ENSG00000151729	4	186064395	186071536	13	4	8094095	0.66412	0.25331	SLC25A4
