GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000162763	1	165513244	165533198	87	13	46350	-0.053455	0.52132	LRRC52
ENSG00000143198	1	165600098	165631033	162	22	46350	0.69675	0.24298	MGST3
ENSG00000143149	1	165631453	165668100	178	17	46350	-0.14128	0.55618	ALDH9A1
ENSG00000143183	1	165696032	165796992	228	30	46350	-1.5249	0.93636	TMCO1
ENSG00000143179	1	165796768	165880855	175	24	46350	0.93504	0.17488	UCK2
ENSG00000188859	1	166026674	166136206	360	21	46350	-0.22439	0.58877	FAM78B
ENSG00000267884	1	166026679	166028709	9	3	46350	-0.40297	0.65651	AL626787.1
ENSG00000143157	1	166808681	166825581	32	6	46350	0.50945	0.30522	POGK
ENSG00000152382	1	166825747	166845564	70	7	46350	-0.18328	0.57271	TADA1
ENSG00000143195	1	166882443	166944719	97	19	46350	-0.53588	0.70398	ILDR2
ENSG00000143194	1	166958346	166991451	98	15	46350	0.70865	0.23927	MAEL
ENSG00000143167	1	167022073	167059868	124	20	46350	-0.57794	0.71835	GPA33
ENSG00000198842	1	167063282	167098402	153	20	46350	-2.0154	0.97807	DUSP27
ENSG00000143190	1	167190066	167396582	431	21	46350	1.4982	0.067038	POU2F1
ENSG00000198821	1	167399877	167487847	297	50	46350	0.17755	0.42954	CD247
ENSG00000143162	1	167498914	167523004	130	20	46350	-0.71979	0.76417	CREG1
ENSG00000198771	1	167599330	167675486	329	48	46350	1.0749	0.14121	RCSD1
ENSG00000197965	1	167690429	167761156	225	27	46350	-0.39902	0.65506	MPZL1
ENSG00000143199	1	167778625	167883453	390	46	46350	-0.11033	0.54393	ADCY10
ENSG00000143158	1	167885967	167906278	28	5	46350	1.1012	0.13541	MPC2
ENSG00000143164	1	167905021	168045081	220	14	46350	1.4086	0.079479	DCAF6
ENSG00000143147	1	168053997	168106821	130	13	46350	1.2158	0.11204	GPR161
ENSG00000143155	1	168148171	168169950	68	7	46350	-0.3873	0.65073	TIPRL
ENSG00000213064	1	168195176	168222263	46	4	46350	-0.72621	0.76615	SFT2D2
ENSG00000143178	1	168250278	168283664	86	14	46350	-1.0269	0.84777	TBX19
ENSG00000143185	1	168510003	168513235	25	7	46350	-0.49634	0.69017	XCL2
ENSG00000143184	1	168545711	168551315	25	5	46350	-3.4407	0.99971	XCL1
ENSG00000143196	1	168664697	168698502	157	20	46350	1.45	0.073523	DPT
ENSG00000143153	1	169074935	169101960	121	18	46350	-0.28309	0.61145	ATP1B1
ENSG00000143156	1	169101769	169337205	1055	23	46350	-0.41008	0.65913	NME7
ENSG00000117475	1	169337208	169365778	102	13	46350	-0.63499	0.73728	BLZF1
ENSG00000117477	1	169364108	169429907	230	23	46350	-0.44559	0.67205	CCDC181
ENSG00000117479	1	169433147	169455241	48	12	46350	0.74658	0.22766	SLC19A2
ENSG00000198734	1	169483404	169555826	349	25	46350	-1.1172	0.86806	F5
ENSG00000174175	1	169558087	169599431	140	24	46350	-0.87423	0.809	SELP
ENSG00000000460	1	169631245	169823221	1005	28	46350	-0.29231	0.61498	C1orf112
ENSG00000188404	1	169659808	169680839	105	15	46350	-0.37246	0.64523	SELL
ENSG00000007908	1	169691781	169733846	311	12	46350	-0.48925	0.68767	SELE
ENSG00000171806	1	169761670	169764107	7	3	46350	-0.71878	0.76386	METTL18
ENSG00000000457	1	169818772	169863408	181	16	46350	-0.82576	0.79553	SCYL3
ENSG00000075945	1	169890467	170054349	553	12	46350	-0.39188	0.65243	KIFAP3
ENSG00000203740	1	170115142	170136931	79	13	46350	1.098	0.13609	METTL11B
ENSG00000120370	1	170501270	170522587	36	10	46350	0.93584	0.17468	GORAB
ENSG00000116132	1	170631869	170708560	155	22	46350	1.6917	0.04535	PRRX1
ENSG00000117501	1	170904612	171033906	498	27	46350	1.1379	0.12757	MROH9
ENSG00000007933	1	171060018	171086959	134	14	46350	0.22127	0.41244	FMO3
ENSG00000117507	1	171106879	171130707	112	10	46350	0.054086	0.47843	FMO6P
ENSG00000094963	1	171154347	171181822	174	15	46350	0.57233	0.28355	FMO2
ENSG00000010932	1	171217638	171255117	112	18	46350	0.31532	0.37626	FMO1
ENSG00000076258	1	171283347	171311223	44	9	46350	-2.3305	0.99011	FMO4
ENSG00000117523	1	171454651	171562650	305	18	46350	0.13448	0.44651	PRRC2C
ENSG00000034971	1	171604557	171621823	88	12	46350	0.48277	0.31463	MYOC
ENSG00000117533	1	171669300	171711387	126	11	46350	-0.14344	0.55703	VAMP4
ENSG00000010165	1	171750788	171783163	112	7	46350	-1.1285	0.87045	METTL13
ENSG00000197959	1	171810621	172387606	1622	65	46350	0.89296	0.18594	DNM3
ENSG00000135845	1	172339329	172413230	192	23	46350	-1.1804	0.88108	PIGC
ENSG00000180999	1	172389828	172437971	152	18	46350	-1.229	0.89046	C1orf105
ENSG00000094975	1	172501489	172580971	141	19	46350	-0.053288	0.52125	SUCO
ENSG00000117560	1	172628154	172636014	13	4	46350	-1.2998	0.90316	FASLG
ENSG00000120337	1	173009100	173020103	36	6	46350	0.42868	0.33408	TNFSF18
ENSG00000117586	1	173152873	173176452	69	9	46350	-0.5161	0.69711	TNFSF4
ENSG00000117592	1	173446405	173457946	16	4	46350	0.84534	0.19896	PRDX6
ENSG00000162753	1	173469603	173572233	274	12	46350	-0.15014	0.55967	SLC9C2
ENSG00000183831	1	173578700	173639001	66	10	46350	-0.15367	0.56106	ANKRD45
ENSG00000076321	1	173684080	173755840	105	11	46350	-0.79935	0.78796	KLHL20
ENSG00000120334	1	173768688	173793858	31	5	46350	-0.034293	0.51368	CENPL
ENSG00000117593	1	173793641	173827684	45	8	46350	-0.43651	0.66877	DARS2
ENSG00000185278	1	173837220	173872687	109	11	46350	-0.54351	0.70661	ZBTB37
ENSG00000117601	1	173872947	173886516	31	6	46350	-0.61092	0.72937	SERPINC1
ENSG00000135870	1	173900352	173991435	204	10	46350	-0.012302	0.50491	RC3H1
ENSG00000152061	1	174128548	174964445	2246	23	46350	-0.27702	0.60912	RABGAP1L
ENSG00000203737	1	174417212	174418683	2	1	46350	-0.3885	0.65118	GPR52
ENSG00000116161	1	174968300	174980851	22	7	46350	-0.55861	0.71179	CACYBP
ENSG00000120333	1	174979925	174992561	28	7	46350	0.34406	0.3654	MRPS14
ENSG00000120332	1	175036994	175117202	372	26	46350	-0.39908	0.65508	TNN
ENSG00000235750	1	175126123	175162135	117	12	46350	-0.1303	0.55184	KIAA0040
ENSG00000116147	1	175284330	175712906	1346	101	46350	1.2827	0.099804	TNR
ENSG00000143207	1	175913967	176176629	739	26	46350	-0.24707	0.59757	RFWD2
ENSG00000116183	1	176432307	176814735	894	34	46350	1.1927	0.11649	PAPPA2
ENSG00000152092	1	176826438	177134109	802	53	46350	2.1908	0.014232	ASTN1
ENSG00000198797	1	177140633	177251558	231	29	46350	0.61683	0.26867	BRINP2
ENSG00000120341	1	177893091	177953438	254	33	46350	-2.1332	0.98355	SEC16B
ENSG00000075391	1	178062864	178448644	718	26	46350	-1.3825	0.9166	RASAL2
ENSG00000240021	1	178482212	178517734	108	10	46350	-0.39641	0.6541	TEX35
ENSG00000213057	1	178511887	178518024	33	5	46350	-1.3379	0.90954	C1orf220
ENSG00000184909	1	178511950	178517579	28	4	46350	-1.2492	0.89421	C1ORF220
ENSG00000116191	1	178694300	178889238	436	21	46350	0.61127	0.27051	RALGPS2
ENSG00000116194	1	178818840	178840187	45	9	46350	0.63047	0.26419	ANGPTL1
ENSG00000116199	1	178994939	179045697	194	19	46350	0.84742	0.19838	FAM20B
ENSG00000186283	1	179050512	179067158	61	15	46350	0.74783	0.22728	TOR3A
ENSG00000143322	1	179068462	179198819	372	19	46350	0.62581	0.26572	ABL2
ENSG00000057252	1	179262925	179327815	331	19	46350	1.1396	0.12722	SOAT1
ENSG00000162779	1	179334855	179523870	1350	21	46350	0.24724	0.40236	AXDND1
ENSG00000269064	1	179443716	179457805	154	9	46350	0.21998	0.41294	AL160286.1
ENSG00000116218	1	179519674	179545087	113	14	46350	-1.3141	0.90559	NPHS2
ENSG00000162782	1	179560748	179660407	352	16	46350	-0.63118	0.73604	TDRD5
ENSG00000143340	1	179712298	179785333	262	25	46350	-0.10811	0.54305	FAM163A
ENSG00000169905	1	179809102	179846938	77	11	46350	-0.055238	0.52203	TOR1AIP2
ENSG00000143337	1	179851177	179894135	125	13	46350	-0.035559	0.51418	TOR1AIP1
ENSG00000135837	1	179923873	180084015	471	19	46350	0.15684	0.43768	CEP350
ENSG00000116260	1	180123969	180173165	209	18	46350	-0.58689	0.72136	QSOX1
ENSG00000121454	1	180199421	180249380	216	35	46350	-1.1739	0.87979	LHX4
ENSG00000135847	1	180244515	180472089	713	22	46350	-0.2814	0.6108	ACBD6
ENSG00000143324	1	180601140	180859387	527	22	46350	1.4423	0.074614	XPR1
ENSG00000135835	1	180882290	180920750	117	25	46350	-2.0496	0.9798	KIAA1614
ENSG00000234237	1	180941695	180949868	13	2	46350	0.4213	0.33677	AL162431.1
ENSG00000135823	1	180941861	180992047	107	11	46350	0.27153	0.39299	STX6
ENSG00000153029	1	181003067	181031074	104	19	46350	-0.90651	0.81767	MR1
ENSG00000162783	1	181057638	181059977	8	3	46350	-1.0189	0.84588	IER5
ENSG00000198216	1	181382238	181777219	1158	76	46350	0.29161	0.38529	CACNA1E
ENSG00000179930	1	182023705	182030847	9	2	46350	0.5228	0.30056	ZNF648
ENSG00000135821	1	182350839	182361341	39	7	46350	0.018765	0.49251	GLUL
ENSG00000203730	1	182367252	182369751	7	2	46350	-0.47242	0.68169	TEDDM1
ENSG00000121446	1	182419256	182529734	402	17	46350	-1.5335	0.93743	RGSL1
ENSG00000135828	1	182542769	182558391	41	14	46350	-1.5353	0.93765	RNASEL
ENSG00000143333	1	182567758	182573543	8	3	46350	-1.2049	0.88588	RGS16
ENSG00000135824	1	182615239	182653711	100	11	46350	0.57017	0.28428	RGS8
ENSG00000135838	1	182758428	182799519	74	9	46350	0.8002	0.2118	NPL
ENSG00000135829	1	182808504	182856886	73	8	46350	0.94895	0.17132	DHX9
ENSG00000157060	1	182869000	182922660	82	11	46350	1.1811	0.11878	SHCBP1L
ENSG00000135862	1	182992595	183114727	485	9	46350	-0.39688	0.65427	LAMC1
ENSG00000058085	1	183155373	183214035	233	16	46350	0.68795	0.24574	LAMC2
ENSG00000157064	1	183217372	183387737	509	24	46350	-1.7045	0.95586	NMNAT2
ENSG00000116698	1	183441351	183567381	262	25	46350	-0.9815	0.83683	SMG7
ENSG00000116701	1	183524698	183560011	99	19	46350	-0.45017	0.67371	NCF2
ENSG00000162704	1	183592401	183604892	83	3	46350	-0.08106	0.5323	ARPC5
ENSG00000143344	1	183605220	183897665	999	47	46350	-1.266	0.89725	RGL1
ENSG00000173627	1	183615541	183622451	39	3	46350	-0.24894	0.59829	APOBEC4
ENSG00000198756	1	183898796	184006863	384	35	46350	-0.30769	0.62084	COLGALT2
ENSG00000198860	1	184020811	184043346	34	9	46350	-2.1928	0.98584	TSEN15
ENSG00000116667	1	184356192	184598154	673	36	46350	0.41031	0.34079	C1orf21
ENSG00000116406	1	184659365	184724047	137	14	46350	-0.29931	0.61765	EDEM3
ENSG00000135842	1	184759858	184943682	465	33	46350	-0.08638	0.53442	FAM129A
ENSG00000121481	1	185014496	185071740	73	14	46350	-1.2149	0.88781	RNF2
ENSG00000121486	1	185087220	185126204	78	6	46350	-0.52762	0.70112	TRMT1L
ENSG00000116668	1	185126212	185260897	182	15	46350	-0.035605	0.5142	SWT1
ENSG00000116679	1	185265520	185286461	25	8	46350	-0.44499	0.67184	IVNS1ABP
ENSG00000143341	1	185703683	186160085	765	33	46350	-1.6173	0.94709	HMCN1
ENSG00000116690	1	186265405	186283694	38	6	46350	-0.18917	0.57502	PRG4
ENSG00000047410	1	186280784	186344825	162	16	46350	0.075743	0.46981	TPR
ENSG00000157181	1	186344890	186390510	110	18	46350	0.10064	0.45992	C1orf27
ENSG00000268662	1	186364123	186365908	5	3	46350	-0.14876	0.55913	AL596220.1
ENSG00000262180	1	186369704	186370587	2	1	46350	1.421	0.077653	OCLM
ENSG00000116703	1	186412698	186430254	33	4	46350	0.2185	0.41352	PDC
ENSG00000073756	1	186640923	186649559	20	7	46350	0.11917	0.45257	PTGS2
ENSG00000116711	1	186798085	186958113	594	43	46350	-0.96118	0.83177	PLA2G4A
ENSG00000162670	1	190066792	190446759	835	32	46350	-0.40144	0.65595	BRINP3
ENSG00000150681	1	192127587	192154945	46	10	46350	0.11404	0.4546	RGS18
ENSG00000253148	1	192286122	192336415	134	15	46350	0.25458	0.39952	RGS21
ENSG00000090104	1	192544857	192549161	12	4	46350	-0.47051	0.68101	RGS1
ENSG00000127074	1	192605275	192629390	84	8	46350	-0.59316	0.72346	RGS13
ENSG00000116741	1	192778169	192781403	5	1	46350	0.17987	0.42863	RGS2
ENSG00000116750	1	192981380	193029237	49	11	46350	-0.55437	0.71034	UCHL5
ENSG00000116747	1	193028552	193060907	38	8	46350	-0.29926	0.61763	TROVE2
ENSG00000023572	1	193065598	193075244	13	4	46350	-1.0316	0.84888	GLRX2
ENSG00000134371	1	193091147	193223031	241	18	46350	-0.79261	0.786	CDC73
ENSG00000162630	1	193148175	193155784	10	3	46350	-0.23694	0.59365	B3GALT2
ENSG00000162687	1	196194909	196578355	761	19	46350	2.6038	0.0046103	KCNT2
ENSG00000000971	1	196621008	196716634	271	14	46350	0.56408	0.28635	CFH
ENSG00000116785	1	196743925	196763203	105	3	46350	1.355	0.087715	CFHR3
ENSG00000244414	1	196788887	196801319	82	3	46350	1.2143	0.11231	CFHR1
ENSG00000080910	1	196788898	196928356	493	24	46350	1.5369	0.062157	CFHR2
ENSG00000134365	1	196819371	196888102	214	18	46350	1.2013	0.11481	CFHR4
ENSG00000134389	1	196946667	196978804	67	10	46350	0.62574	0.26574	CFHR5
ENSG00000143278	1	197008321	197036397	63	8	46350	0.95703	0.16927	F13B
ENSG00000066279	1	197053258	197115824	116	9	46350	1.2854	0.099334	ASPM
ENSG00000177888	1	197122810	197169672	101	12	46350	1.9687	0.024494	ZBTB41
ENSG00000134376	1	197170592	197447585	485	41	46350	1.5476	0.060859	CRB1
ENSG00000213047	1	197473878	197744826	397	19	46350	1.1676	0.12148	DENND1B
ENSG00000203724	1	197871777	197876497	8	5	46350	-1.1558	0.87611	C1orf53
ENSG00000143355	1	197881037	197904608	63	13	46350	1.9268	0.027004	LHX9
ENSG00000151414	1	198126093	198291550	612	22	46350	0.65464	0.25635	NEK7
ENSG00000151418	1	198492352	198510075	39	9	46350	0.073675	0.47063	ATP6V1G3
ENSG00000081237	1	198607801	198726545	376	28	46350	1.1221	0.13092	PTPRC
ENSG00000116833	1	199996730	200146552	610	52	46350	1.2706	0.10194	NR5A2
ENSG00000162702	1	200374068	200379184	4	2	46350	-0.75467	0.77478	ZNF281
ENSG00000118193	1	200520628	200589862	264	17	46350	0.13198	0.4475	KIF14
ENSG00000118197	1	200593024	200639097	178	20	46350	1.1146	0.1325	DDX59
ENSG00000118200	1	200708686	200829832	343	21	46350	0.69318	0.2441	CAMSAP2
ENSG00000170128	1	200842083	200843306	3	2	46350	0.51085	0.30473	GPR25
ENSG00000163362	1	200860176	200884863	79	15	46350	1.5999	0.054811	C1orf106
ENSG00000116852	1	200938520	200992828	144	14	46350	0.74076	0.22942	KIF21B
ENSG00000081248	1	201008642	201081694	287	39	46350	0.072055	0.47128	CACNA1S
ENSG00000232237	1	201083081	201096312	40	8	46350	0.25646	0.3988	ASCL5
ENSG00000116857	1	201103900	201140702	156	26	46350	-0.022935	0.50915	TMEM9
ENSG00000163395	1	201159953	201198080	157	25	46350	-0.22798	0.59017	IGFN1
ENSG00000081277	1	201252580	201302121	230	19	46350	-2.791	0.99737	PKP1
ENSG00000118194	1	201328136	201346890	90	13	46350	-1.3309	0.90838	TNNT2
ENSG00000159166	1	201342372	201368736	117	20	46350	-1.7228	0.95754	LAD1
ENSG00000159173	1	201373625	201398994	52	14	46350	-0.11954	0.54758	TNNI1
ENSG00000174307	1	201434620	201438365	13	5	46350	0.11888	0.45268	PHLDA3
ENSG00000159176	1	201452658	201478584	110	13	46350	-2.2678	0.98833	CSRP1
ENSG00000134369	1	201592411	201796102	548	45	46350	-0.57766	0.71825	NAV1
ENSG00000198700	1	201798269	201853422	113	16	46350	-0.62472	0.73392	IPO9
ENSG00000198892	1	201857808	201861434	6	2	46350	-0.6599	0.74534	SHISA4
ENSG00000163431	1	201865580	201915715	145	22	46350	-0.2543	0.60037	LMOD1
ENSG00000134375	1	201924619	201939789	54	10	46350	0.40463	0.34288	TIMM17A
ENSG00000176393	1	201951500	201975275	146	17	46350	0.53122	0.29763	RNPEP
ENSG00000163435	1	201977073	201986316	23	8	46350	1.4601	0.072133	ELF3
ENSG00000170075	1	202091986	202102720	51	13	46350	0.10337	0.45884	GPR37L1
ENSG00000143862	1	202102532	202113869	20	5	46350	1.4991	0.066927	ARL8A
ENSG00000143851	1	202116141	202130716	22	9	46350	0.86531	0.19343	PTPN7
ENSG00000133067	1	202163029	202288909	365	34	46350	0.26585	0.39518	LGR6
ENSG00000077152	1	202300785	202311108	15	4	46350	0.070694	0.47182	UBE2T
ENSG00000077157	1	202317827	202561834	365	14	46350	0.43713	0.33101	PPP1R12B
ENSG00000143858	1	202559724	202679545	317	38	46350	1.5072	0.065879	SYT2
ENSG00000117139	1	202696526	202778598	265	16	46350	1.8553	0.031776	KDM5B
ENSG00000184774	1	202789394	202796353	27	3	46350	0.78252	0.21695	RP11-480I12.4
ENSG00000183155	1	202848085	202858263	37	6	46350	2.7613	0.002879	RABIF
ENSG00000117153	1	202860228	202897764	102	8	46350	2.387	0.0084933	KLHL12
ENSG00000159346	1	202909951	202927700	60	10	46350	0.69132	0.24468	ADIPOR1
ENSG00000159348	1	202930997	202936408	12	3	46350	0.35005	0.36315	CYB5R1
ENSG00000163444	1	202976514	202993976	36	6	46350	0.38536	0.34999	TMEM183A
ENSG00000143847	1	202995626	203047868	194	25	46350	-0.90879	0.81827	PPFIA4
ENSG00000122180	1	203052260	203055164	7	4	46350	0.19893	0.42116	MYOG
ENSG00000163485	1	203059782	203136533	178	23	46350	0.57049	0.28417	ADORA1
ENSG00000133055	1	203136939	203144941	21	6	46350	-0.13306	0.55293	MYBPH
ENSG00000133048	1	203148059	203155877	29	5	46350	0.58514	0.27923	CHI3L1
ENSG00000133063	1	203181955	203242769	190	27	46350	0.70186	0.24138	CHIT1
ENSG00000159388	1	203274619	203278730	7	3	46350	0.037909	0.48488	BTG2
ENSG00000122176	1	203309756	203320617	37	9	46350	0.20893	0.41725	FMOD
ENSG00000188783	1	203444956	203460480	54	9	46350	-1.1632	0.87762	PRELP
ENSG00000188770	1	203463271	203477992	65	11	46350	-1.4947	0.93251	OPTC
ENSG00000058668	1	203595689	203713209	273	26	46350	0.30547	0.38	ATP2B4
ENSG00000122188	1	203734304	203745361	46	6	46350	-1.8201	0.96563	LAX1
ENSG00000058673	1	203764782	203823252	194	13	46350	-2.3078	0.98949	ZC3H11A
ENSG00000257315	1	203765437	203769686	8	3	46350	-0.6103	0.72917	ZBED6
ENSG00000182004	1	203830731	203839678	42	5	46350	-1.8864	0.97038	SNRPE
ENSG00000143842	1	204042243	204096863	164	35	46350	-1.8429	0.96733	SOX13
ENSG00000143845	1	204100190	204121307	59	18	46350	0.033145	0.48678	ETNK2
ENSG00000143839	1	204123944	204135465	49	10	46350	0.75529	0.22504	REN
ENSG00000170498	1	204159469	204165614	28	4	46350	0.96697	0.16678	KISS1
ENSG00000174567	1	204167288	204183220	42	11	46350	0.68	0.24825	GOLT1A
ENSG00000143850	1	204187979	204346793	561	33	46350	-0.53613	0.70407	PLEKHA6
ENSG00000158615	1	204372515	204380919	15	4	46350	-2.4813	0.99346	PPP1R15B
ENSG00000133056	1	204391756	204463852	215	20	46350	-1.8142	0.96518	PIK3C2B
ENSG00000198625	1	204485511	204542871	150	10	46350	-2.8529	0.99783	MDM4
ENSG00000170382	1	204586298	204654861	195	23	46350	0.49017	0.31201	LRRN2
ENSG00000163531	1	204797779	204991950	647	54	46350	-0.085256	0.53397	NFASC
ENSG00000184144	1	205012325	205047627	148	17	46350	1.3353	0.090886	CNTN2
ENSG00000174529	1	205052258	205053645	5	2	46350	2.2607	0.011887	TMEM81
ENSG00000117222	1	205055270	205091143	115	13	46350	2.1167	0.017141	RBBP5
ENSG00000133059	1	205111632	205180727	194	13	46350	0.79821	0.21238	DSTYK
ENSG00000133069	1	205197304	205242471	147	15	46350	0.23314	0.40783	TMCC2
ENSG00000163545	1	205271187	205290883	50	11	46350	-1.0015	0.84171	NUAK2
ENSG00000162873	1	205305220	205326218	90	13	46350	0.27692	0.39092	KLHDC8A
ENSG00000186007	1	205350506	205425082	253	26	46350	-0.3282	0.62862	LEMD1
ENSG00000117266	1	205473723	205501921	138	33	46350	1.1416	0.1268	CDK18
ENSG00000174514	1	205538013	205572046	147	22	46350	0.9123	0.18081	MFSD4
ENSG00000158711	1	205577071	205601090	65	11	46350	0.95354	0.17016	ELK4
ENSG00000158715	1	205626979	205649587	68	18	46350	1.2431	0.10691	SLC45A3
ENSG00000069275	1	205681947	205719404	96	18	46350	1.4415	0.074725	NUCKS1
ENSG00000268313	1	205682497	205684153	4	2	46350	1.3875	0.082641	AC119673.1
ENSG00000117280	1	205737114	205744588	36	8	46350	1.7294	0.041872	RAB7L1
ENSG00000133065	1	205758221	205782876	69	13	46350	-0.51846	0.69793	SLC41A1
ENSG00000162877	1	205797150	205819260	62	17	46350	0.29583	0.38368	PM20D1
ENSG00000174502	1	205882176	205912588	125	16	46350	0.59034	0.27748	SLC26A9
ENSG00000196550	1	206136916	206155151	3	1	46350	-0.17747	0.57043	FAM72A
ENSG00000198049	1	206223976	206231639	44	6	46350	-0.74199	0.77095	AVPR1B
ENSG00000196533	1	206238872	206288647	74	7	46350	1.1495	0.12518	C1orf186
ENSG00000196188	1	206317459	206332104	22	2	46350	-0.065034	0.52593	CTSE
ENSG00000163486	1	206516200	206637783	221	17	46350	-0.90933	0.81841	SRGAP2
ENSG00000143466	1	206643791	206670223	99	21	46350	-0.99829	0.84093	IKBKE
ENSG00000162888	1	206664449	206671061	33	7	46350	-0.76029	0.77646	C1orf147
ENSG00000136653	1	206680879	206762616	214	28	46350	0.6602	0.25456	RASSF5
ENSG00000143486	1	206744620	206785904	116	17	46350	1.0086	0.15659	EIF2D
ENSG00000143479	1	206808881	206857764	121	16	46350	0.34884	0.36361	DYRK3
ENSG00000162889	1	206858289	206907628	107	19	46350	-0.27887	0.60983	MAPKAPK2
ENSG00000136634	1	206940947	206945839	21	6	46350	1.5146	0.064931	IL10
ENSG00000142224	1	206972215	207016324	134	19	46350	0.45798	0.32348	IL19
ENSG00000162891	1	207038699	207042568	7	4	46350	-0.56385	0.71357	IL20
ENSG00000162892	1	207070788	207077484	16	2	46350	1.0832	0.13936	IL24
ENSG00000162894	1	207077731	207096592	36	6	46350	1.5465	0.060995	FAIM3
ENSG00000162896	1	207101863	207119811	41	7	46350	1.1497	0.12514	PIGR
ENSG00000162897	1	207131310	207143970	39	4	46350	0.65004	0.25783	FCAMR
ENSG00000182795	1	207191866	207206101	10	6	46350	2.085	0.018534	C1orf116
ENSG00000180667	1	207217194	207226325	15	4	46350	2.863	0.0020985	YOD1
ENSG00000123836	1	207222801	207254369	54	7	46350	2.745	0.0030258	PFKFB2
ENSG00000123843	1	207262187	207273338	20	5	46350	0.45009	0.32632	C4BPB
ENSG00000123838	1	207277607	207318317	130	18	46350	-0.28785	0.61327	C4BPA
ENSG00000196352	1	207494853	207534311	90	9	46350	1.3955	0.081437	CD55
ENSG00000117322	1	207627575	207663240	93	13	46350	-0.14809	0.55887	CR2
ENSG00000203710	1	207669492	207813992	291	20	46350	1.2072	0.11367	CR1
ENSG00000197721	1	207818458	207911761	456	23	46350	0.54272	0.29366	CR1L
ENSG00000117335	1	207925402	207968858	112	13	46350	0.27114	0.39314	CD46
ENSG00000174059	1	208057594	208084747	93	15	46350	1.4062	0.079826	CD34
ENSG00000076356	1	208195587	208417665	671	54	46350	1.6534	0.049125	PLXNA2
ENSG00000008118	1	209757062	209787283	108	15	46350	1.1081	0.13391	CAMK1G
ENSG00000196878	1	209788215	209825811	147	21	46350	-0.28319	0.61149	LAMB3
ENSG00000123689	1	209848765	209849733	5	2	46350	-0.84367	0.80057	G0S2
ENSG00000117594	1	209859510	209908295	107	12	46350	0.17091	0.43215	HSD11B1
ENSG00000009790	1	209929377	209955668	107	13	46350	-1.1996	0.88484	TRAF3IP3
ENSG00000162757	1	209955661	209957904	2	1	46350	-0.77147	0.77979	C1orf74
ENSG00000117595	1	209959036	209979465	70	9	46350	-1.9596	0.97498	IRF6
ENSG00000117597	1	210001352	210030910	128	13	46350	-0.27486	0.60829	DIEXF
ENSG00000143469	1	210111538	210337636	451	19	46350	-0.68707	0.75398	SYT14
ENSG00000082497	1	210406144	210419976	18	7	46350	-0.5471	0.70784	SERTAD4
ENSG00000054392	1	210501596	210849638	1576	105	46350	-0.1602	0.56364	HHAT
ENSG00000143473	1	210856555	211307457	1675	81	46350	-0.12678	0.55044	KCNH1
ENSG00000117625	1	211431719	211489727	224	26	46350	-0.026196	0.51045	RCOR3
ENSG00000082512	1	211499957	211548288	126	20	46350	0.97409	0.16501	TRAF5
ENSG00000198570	1	211649864	211666259	58	13	46350	0.90609	0.18244	RD3
ENSG00000170385	1	211744910	211752084	15	4	46350	0.87529	0.19071	SLC30A1
ENSG00000117650	1	211836114	211848960	36	9	46350	-0.60278	0.72667	NEK2
ENSG00000123684	1	211916799	212004114	340	21	46350	0.47573	0.31713	LPGAT1
ENSG00000143493	1	212113741	212208884	407	21	46350	-0.33827	0.63242	INTS7
ENSG00000143476	1	212208919	212280742	299	24	46350	-0.57118	0.71606	DTL
ENSG00000066027	1	212458879	212535200	214	22	46350	-0.6066	0.72794	PPP2R5A
ENSG00000065600	1	212537273	212588243	154	22	46350	-0.37332	0.64554	TMEM206
ENSG00000117691	1	212606229	212619714	53	8	46350	0.21466	0.41501	NENF
ENSG00000162772	1	212738676	212794119	248	37	46350	0.77092	0.22038	ATF3
ENSG00000162771	1	212797789	212800120	10	5	46350	1.0863	0.13867	FAM71A
ENSG00000123685	1	212859760	212873327	51	13	46350	-0.053357	0.52128	BATF3
ENSG00000117697	1	212899495	212965124	354	15	46350	2.0747	0.019006	NSL1
ENSG00000203705	1	212965170	212989968	129	9	46350	2.3214	0.010134	TATDN3
ENSG00000185523	1	213003483	213020991	102	14	46350	2.3598	0.0091422	C1orf227
ENSG00000162769	1	213031597	213072705	284	11	46350	1.3263	0.092369	FLVCR1
ENSG00000143494	1	213123862	213165379	137	19	46350	0.15881	0.43691	VASH2
ENSG00000174606	1	213165524	213189168	38	8	46350	-0.38865	0.65123	ANGEL2
ENSG00000136643	1	213224589	213448116	327	18	46350	-0.86946	0.8077	RPS6KC1
ENSG00000117707	1	214156524	214214595	159	21	46350	1.1207	0.13122	PROX1
ENSG00000143499	1	214454445	214510474	225	25	46350	0.13777	0.44521	SMYD2
ENSG00000152104	1	214522039	214725792	893	57	46350	0.14601	0.44196	PTPN14
ENSG00000117724	1	214776538	214837931	225	19	46350	0.96399	0.16752	CENPF
ENSG00000082482	1	215179118	215410436	721	29	46350	-0.13361	0.55314	KCNK2
ENSG00000136636	1	215740735	215795149	30	12	46350	0.67545	0.24969	KCTD3
ENSG00000042781	1	215796236	216596738	2479	131	46350	0.68078	0.248	USH2A
ENSG00000196482	1	216676588	217311097	2420	148	46350	1.6733	0.04713	ESRRG
ENSG00000092978	1	217600334	217804424	640	50	46350	0.72518	0.23417	GPATCH2
